pair,split_index,refit_index,split_seed,source_school,target_school,direction,representation,model,n_source_total,n_train_pool,n_id_eval,n_target,n_explanation,source_prevalence,id_prevalence,target_prevalence,id_auroc,target_auroc,delta_auroc,id_average_precision,target_average_precision,id_log_loss,target_log_loss,delta_log_loss,id_brier,target_brier,delta_brier,null_abs_delta_auroc,shift_energy_u2,same_model_sample_null_energy_u2,refit_sample_null_energy_u2,calibrated_excess_u2,paired_refit_l2,class_macro_shift_u2,class_macro_sample_null_u2,class_macro_refit_null_u2,class_macro_excess_u2,class_weighted_shift_u2,class_weighted_refit_null_u2,class_weighted_excess_u2,class0_shift_u2,class1_shift_u2,class0_refit_null_u2,class1_refit_null_u2,class0_n,class1_n,class_weighting_prevalence,class_weighting_scheme,reverse_shift_energy_u2,reverse_refit_sample_null_energy_u2,reverse_calibrated_excess_u2,symmetrized_calibrated_excess_u2,symmetry_gap_u2,shift_js,null_js,paired_excess_js,shift_rank_tau,null_rank_tau,shift_top5_jaccard,null_top5_jaccard,shift_sign_consistency,null_sign_consistency,source_mean_attribution_l1,target_mean_attribution_l1,delta_mean_attribution_l1,input_domain_auc,explanation_domain_auc,max_additivity_error,silent_explanation_shift
0,0,0,2026073004,GP,MS,GP_to_MS,early,lightgbm,423,296,127,226,24,0.0756501182033096,0.0787401574803149,0.3008849557522124,0.6525641025641026,0.6468726731198808,-0.0056914294442217,0.1445044468897852,0.4399471742900236,0.3536202261240075,0.8264423436460345,0.4728221175220269,0.0967282119061096,0.2346660957444731,0.1379378838383634,0.0021367521367521,0.0023021932255902,0.0043169769207473,0.0199916426562148,-0.0176894494306245,0.2436573731748766,-0.0095064388770993,0.0208535893233135,0.0328415035043238,-0.0423479423814232,-0.0020378844277325,0.0252294481858052,-0.0272673326135378,0.0092479311846438,-0.0282608089388425,0.0137267868155994,0.0519562201930482,58,5,0.3008849557522124,target_prevalence,0.013999029342654,0.0167991998317295,-0.0028001704890754,-0.0102448099598499,-0.0148892789415491,0.1150726436609612,0.3842692465682913,-0.26919660290733,0.7832512315270934,0.4414306684983725,0.6666666666666666,0.4285714285714285,0.7454798639397787,0.1869697941856874,4.618582676752998,5.489544782161926,0.8709621054089283,0.7060000000000001,0.444,9.769962616701378e-15,False
0,0,0,2026073004,GP,MS,GP_to_MS,early,logistic,423,296,127,226,24,0.0756501182033096,0.0787401574803149,0.3008849557522124,0.7957264957264957,0.6458488458674608,-0.1498776498590348,0.5143970296060888,0.4744573921394208,0.3144662126596394,1.297599292551158,0.9831330798915188,0.0706819150280728,0.2516504866462317,0.1809685716181588,0.099145299145299,0.0291930589076482,0.0078009597354664,0.0132941798954014,0.0158988790122467,0.2837355553041457,0.0529078698995564,0.0135024443783635,0.0163225257157945,0.0365853441837618,0.0348476828922188,0.0137853402254141,0.0210623426668046,0.0075567336366865,0.0982590061624263,0.0099513710399504,0.0226936803916386,58,5,0.3008849557522124,target_prevalence,0.0271992115493776,0.0249386165916731,0.0022605949577044,0.0090797369849756,0.0136382840545423,0.1718587336171653,0.427288111430843,-0.2554293778136777,0.7536945812807881,0.1231527093596058,0.4285714285714285,0.0,0.3848443947322985,0.5004658970015623,12.403026160909231,13.660108131638196,1.257081970728963,0.7420000000000001,0.868,3.552713678800501e-15,False
0,0,0,2026073004,GP,MS,GP_to_MS,late,lightgbm,423,296,127,226,24,0.0756501182033096,0.0787401574803149,0.3008849557522124,0.9623931623931624,0.9348473566641848,-0.0275458057289776,0.8249458874458874,0.8938023833072456,0.1235018378582508,0.335435093998941,0.2119332561406902,0.0294029008210346,0.0916286181293311,0.0622257173082965,0.0059829059829059,0.0924405336999689,0.0308688792536662,0.0265732113301127,0.0658673223698562,0.1914023871013067,0.0268290025813587,0.0084532555405397,0.035939978619341,-0.0091109760379822,0.0199686683661966,0.0291369844714388,-0.0091683161052421,0.0096019411077294,0.044056064054988,0.0188569044257199,0.0530230528129622,58,5,0.3008849557522124,target_prevalence,0.0896193680100393,0.0620276573191915,0.0275917106908477,0.046729516530352,0.0382756116790085,0.231966807651272,0.2744214128195953,-0.0424546051683233,0.880952380952381,0.6482398216974784,1.0,0.6666666666666666,0.1585849310644711,0.181770657011986,2.919544359065016,4.861552318818819,1.9420079597538036,0.7140000000000001,0.6220000000000001,1.2878587085651816e-14,False
0,0,0,2026073004,GP,MS,GP_to_MS,late,logistic,423,296,127,226,24,0.0756501182033096,0.0787401574803149,0.3008849557522124,0.9153846153846154,0.8661578555472823,-0.049226759837333,0.5617881032011467,0.7622710331208383,0.2424316710595436,0.5496386935079035,0.3072070224483598,0.0596328368774865,0.1484815632054391,0.0888487263279526,0.0213675213675214,0.0517210679925304,-0.0042230833044364,0.0012117148385887,0.0505093531539416,0.1750045312304226,-0.0009856872912446,0.0357875620087109,0.0103307293244747,-0.0113164166157194,0.0026841241109544,0.007928838783077,-0.0052447146721225,0.0082296168964999,-0.0102009914789892,0.0042993152982981,0.0163621433506513,58,5,0.3008849557522124,target_prevalence,0.0346483240807758,-0.0007026601968614,0.0353509842776373,0.0429301687157894,0.0151583688763042,0.1241873740704617,0.2846255841060729,-0.1604382100356111,0.8408602150537635,0.3978494623655914,0.6666666666666666,0.4285714285714285,0.6424537671986998,0.8307542786326858,12.625447064581415,15.279386391929611,2.653939327348194,0.466,0.558,3.552713678800501e-15,False
0,0,0,2027073004,MS,GP,MS_to_GP,early,lightgbm,226,158,68,423,30,0.3008849557522124,0.2941176470588235,0.0756501182033096,0.721875,0.5855978260869564,-0.1362771739130436,0.5905657420763216,0.101404964847076,0.5601774304968531,0.6239482367064461,0.0637708062095929,0.1872312158103177,0.2148819463840737,0.0276507305737559,0.0031249999999999,0.0220855973273211,-0.0078545736013709,0.0034843849801312,0.0186012123471899,0.29956327346619,0.0139484641210289,-0.016285692667301,-0.0091807952880462,0.0231292594090752,0.0408829738020781,0.002867832861526,0.038015140940552,0.0456846691212623,-0.0177877408792043,0.0050157777127033,-0.0233773682887958,24,10,0.0756501182033096,target_prevalence,0.0353881812726641,0.0148054326728488,0.0205827485998152,0.0195919804735026,-0.0019815362526253,0.0949141347952141,0.3929377594772841,-0.29802362468207,0.8989898989898991,0.4394784288649281,1.0,0.25,0.6966779001520422,0.8816551357833637,4.476859968810525,4.6115627103141,0.1347027415035748,0.6055555555555555,0.8444444444444444,5.773159728050814e-15,False
0,0,0,2027073004,MS,GP,MS_to_GP,early,logistic,226,158,68,423,30,0.3008849557522124,0.2941176470588235,0.0756501182033096,0.675,0.7209079283887468,0.0459079283887468,0.4613337190417752,0.2273007573682397,0.7432274441576677,0.6852152769880745,-0.0580121671695932,0.2436074269987974,0.1987001759281281,-0.0449072510706692,0.0010416666666666,0.0209068992524641,0.0006128330251494,0.0175182041756878,0.0033886950767762,0.2351507081588452,0.0600639999633305,-0.0095529660027869,0.0050017753667234,0.0550622245966071,0.0175754510560632,0.0080237761644179,0.0095516748916453,0.0100008908051855,0.1101271091214755,0.0085625172537005,0.0014410334797462,24,10,0.0756501182033096,target_prevalence,0.0191413025478035,0.0058112773798517,0.0133300251679517,0.008359360122364,-0.0099413300911755,0.1269487878142344,0.3836447796258492,-0.2566959918116148,0.7832512315270934,0.2216748768472906,0.6666666666666666,0.1111111111111111,0.4944751800484583,0.6312640464047885,8.164714633178091,8.500954764920149,0.3362401317420573,0.6722222222222223,0.7,5.3290705182007506e-15,False
0,0,0,2027073004,MS,GP,MS_to_GP,late,lightgbm,226,158,68,423,30,0.3008849557522124,0.2941176470588235,0.0756501182033096,0.884375,0.953684462915601,0.069309462915601,0.8399924149924152,0.6357782566841357,0.4443595646931673,0.1810801332346491,-0.2632794314585182,0.1388224234274719,0.0571526104708593,-0.0816698129566125,0.0489583333333332,0.1377524075893151,0.0348068272057668,0.0983340361859269,0.0394183714033881,0.2713790730832103,0.0837017660557197,-0.0286027926587578,0.0364213829749779,0.0472803830807417,0.0980622402870328,0.0760716814119548,0.021990558875078,0.1006223248296624,0.0667812072817769,0.0831402582920844,-0.0102974923421285,24,10,0.0756501182033096,target_prevalence,0.1360690116368345,0.0591335901700086,0.0769354214668259,0.058176896435107,-0.0375170500634377,0.0937848616010234,0.316865543015229,-0.2230806814142056,0.8918918918918919,0.6103603603603605,0.6666666666666666,0.6666666666666666,0.38117427871394,0.4342958207108768,5.245070341888904,4.574911537885604,-0.6701588040033002,0.7222222222222222,0.7833333333333333,1.0658141036401504e-14,False
0,0,0,2027073004,MS,GP,MS_to_GP,late,logistic,226,158,68,423,30,0.3008849557522124,0.2941176470588235,0.0756501182033096,0.9020833333333332,0.9421355498721228,0.0400522165387894,0.7982862019516432,0.5444974266848107,0.376590681880635,0.2293515003028885,-0.1472391815777464,0.1296135972246132,0.0680829735279378,-0.0615306236966753,0.0114583333333333,0.0158971560135287,0.0085571383124817,0.0214652022939947,-0.005568046280466,0.2042811804592376,0.0514502223126176,0.00102634561686,-0.0007898342463584,0.052240056558976,0.0628476490807765,-0.0016419657439957,0.0644896148247722,0.0648795023207825,0.0380209423044528,-0.0017938777658586,0.0002142092731418,24,10,0.0756501182033096,target_prevalence,0.0180680275764687,0.012231456580271,0.0058365709961976,0.0001342623578657,-0.0114046172766637,0.1059017826776429,0.2977928876069315,-0.1918911049292885,0.8881720430107527,0.4322580645161291,0.6666666666666666,0.4285714285714285,0.4462496365625889,0.3009780045417367,9.90243788350555,9.789716354756065,-0.1127215287494856,0.7277777777777779,0.5722222222222222,5.3290705182007506e-15,False
1,0,1,2026073004,GP,MS,GP_to_MS,early,lightgbm,423,296,127,226,24,0.0756501182033096,0.0787401574803149,0.3008849557522124,0.6811965811965812,0.6860573343261355,0.0048607531295542,0.2966376335528878,0.5010753448539432,0.2978345665693377,0.8202344194680886,0.5223998528987508,0.071411959151492,0.2179014453223276,0.1464894861708356,0.0452991452991452,0.0232488154830513,-0.0020424776543689,0.0154660805501314,0.0077827349329198,0.2423556416656217,-0.0435511293814806,-0.0283993608701079,0.0001532826018584,-0.0437044119833391,-0.0237308980898836,0.0092809431924241,-0.0330118412823078,0.0062196736396405,-0.0933219324026017,0.0230738525292788,-0.0227672873255618,58,5,0.3008849557522124,target_prevalence,0.0119963769471469,0.009681933318727,0.0023144436284199,0.0050485892806698,0.0054682913044999,0.1354975035115324,0.294001879879304,-0.1585043763677715,0.8759305210918112,0.5068020013061437,1.0,0.4285714285714285,0.3277479279071603,0.2262108875950221,4.340576370276394,5.5209976251193496,1.1804212548429556,,,7.105427357601002e-15,True
1,0,1,2026073004,GP,MS,GP_to_MS,early,logistic,423,296,127,226,24,0.0756501182033096,0.0787401574803149,0.3008849557522124,0.6547008547008546,0.5704579300074459,-0.0842429246934086,0.2184578710284921,0.3920497549736352,0.5077104647205078,1.2150879964683483,0.7073775317478405,0.1193623383828518,0.2843174380371336,0.1649550996542818,0.0102564102564103,0.0115825879490026,0.000312612063855,0.0070357732889111,0.0045468146600914,0.2231749415615124,0.0369880184486953,-0.0033439343129205,0.0087588328464258,0.0282291856022694,0.0345813043678757,0.0072768753333098,0.0273044290345658,0.0309444919790817,0.0430315449183088,0.0050374728690457,0.0124801928238059,58,5,0.3008849557522124,target_prevalence,0.0213501251760201,0.0071648825340819,0.0141852426419381,0.0093660286510148,-0.0096384279818466,0.1069909383659059,0.3650317784939867,-0.2580408401280808,0.817733990147783,0.2463054187192117,0.4285714285714285,0.1111111111111111,0.2961406096445667,0.4137861120234066,13.143024942791063,13.672591135313226,0.5295661925221626,,,3.552713678800501e-15,False
