refit_pair,split_index,refit_index,task_index,code_module,period,source_presentation,target_presentation,horizon_day,model,feature_schema,n_source_activity_features,n_excluded_source_id_only_activity_features,excluded_source_id_only_activity_features,n_excluded_target_only_activity_features,excluded_target_only_activity_features,n_source,n_target,n_source_train,n_source_id,n_explanation,source_prevalence,target_prevalence,id_auroc,target_auroc,delta_auroc,id_average_precision,target_average_precision,id_log_loss,target_log_loss,delta_log_loss,id_brier,target_brier,delta_brier,null_abs_delta_auroc,shift_energy_u2,same_model_sample_null_energy_u2,refit_sample_null_energy_u2,calibrated_excess_u2,paired_refit_l2,class_macro_shift_u2,class_macro_sample_null_u2,class_macro_refit_null_u2,class_macro_excess_u2,class_weighted_shift_u2,class_weighted_refit_null_u2,class_weighted_excess_u2,class0_shift_u2,class1_shift_u2,class0_refit_null_u2,class1_refit_null_u2,class0_n,class1_n,class_weighting_prevalence,class_weighting_scheme,reverse_shift_energy_u2,reverse_refit_sample_null_energy_u2,reverse_calibrated_excess_u2,symmetrized_calibrated_excess_u2,symmetry_gap_u2,model_config_json,model_config_sha256,shift_js,null_js,paired_excess_js,shift_rank_tau,null_rank_tau,shift_top5_jaccard,null_top5_jaccard,shift_sign_consistency,null_sign_consistency,source_mean_attribution_l1,target_mean_attribution_l1,delta_mean_attribution_l1,max_additivity_error,silent_explanation_shift
0,0,0,0,AAA,J,2013J,2014J,14,logistic,source_train_only_activity_types,9,0,,0,,370,350,259,111,53,0.2486486486486486,0.2771428571428571,0.6407056798623064,0.5150971843038181,-0.1256084955584883,0.3504192220488484,0.2948856353968717,0.7130924565352853,0.9290811800264368,0.2159887234911515,0.2464796147559124,0.3250431935536764,0.0785635787977639,0.0481927710843375,0.0115004042444238,0.0049731655298113,0.0369983209639658,-0.0254979167195419,0.445639593821188,-0.0059058757561313,0.0364111392024901,0.0796572475531611,-0.0855631233092924,-0.0035520844983162,0.054090469487732,-0.0576425539860483,-0.0006249338315463,-0.0111868176807162,0.0222958865089292,0.1370186085973931,41,14,0.2771428571428571,target_prevalence,0.0217834904880033,0.0276613468009932,-0.0058778563129899,-0.0156878865162659,-0.019620060406552,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 5000, ""solver"": ""lbfgs""}",0ec0160f1649f42124ca093cb28e50d00a77309027bbdbb0b9ac6257ff1aa269,0.0797022671142014,0.4936236403381455,-0.413921373223944,0.9051383399209486,0.0988142292490118,0.6666666666666666,0.0,0.37250919761639,0.5282067112127659,6.447253227624586,5.50514583028127,-0.9421073973433156,5.3290705182007506e-15,False
0,0,0,0,AAA,J,2013J,2014J,14,lightgbm,source_train_only_activity_types,9,0,,0,,370,350,259,111,53,0.2486486486486486,0.2771428571428571,0.6514629948364887,0.621347948331364,-0.0301150465051247,0.5119071941700344,0.3906131959961038,0.6375559175482444,0.7496441227626266,0.1120882052143822,0.188638187912514,0.2445613046324212,0.0559231167199071,0.0374354561101548,-0.0002346897211346,0.0019833444382061,0.0064592770282253,-0.00669396674936,0.337691091117871,0.0057460465343011,-0.0051394061964123,0.0435608126905198,-0.0378147661562187,0.0145094736546217,0.0419298555894163,-0.0274203819347945,0.0254075817401487,-0.0139154886715465,0.039901614066249,0.0472200113147907,41,14,0.2771428571428571,target_prevalence,-0.0040538214969805,0.019948996607951,-0.0240028181049316,-0.0153483924271458,0.0173088513555716,"{""class_weight"": ""balanced"", ""colsample_bytree"": 1.0, ""deterministic"": true, ""force_col_wise"": true, ""learning_rate"": 0.035, ""min_child_samples"": 12, ""n_estimators"": 180, ""n_jobs"": 1, ""num_leaves"": 15, ""objective"": ""binary"", ""reg_lambda"": 1.0, ""subsample"": 1.0, ""verbosity"": -1}",7340a032adf73dcca6285d723e7b8782f8c2625f4216107ab44a30759e1137a7,0.0714821404023866,0.358077046803349,-0.2865949064009624,0.8893280632411068,0.1663369597826151,1.0,0.0,0.7259234440102708,0.6020694356039019,4.298141543735761,4.589361250221333,0.2912197064855721,7.549516567451064e-15,False
0,0,0,0,AAA,J,2013J,2014J,56,logistic,source_train_only_activity_types,9,0,,0,,365,342,255,110,52,0.2383561643835616,0.260233918128655,0.6607142857142857,0.6466225518497135,-0.0140917338645721,0.3309452855689985,0.4159101972757997,0.7434111697300357,0.7542552485350137,0.0108440788049779,0.2570322386533137,0.2650261362124876,0.0079938975591739,0.0402930402930402,-0.0006873988685653,0.0055749911639078,0.0535215466196429,-0.0542089454882083,0.3458803452571573,-0.0118277896936035,-0.0095478980355167,0.0798713629032814,-0.0916991525968849,-0.0067649775656893,0.0565896924741955,-0.0633546700398848,-0.0012699741585628,-0.0223856052286443,0.031320562374334,0.1284221634322288,42,13,0.260233918128655,target_prevalence,-0.0037902547741864,0.0487882642101287,-0.0525785189843152,-0.0533937322362617,-0.0016304265038931,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 5000, ""solver"": ""lbfgs""}",0ec0160f1649f42124ca093cb28e50d00a77309027bbdbb0b9ac6257ff1aa269,0.0524982744170756,0.4502727905480671,-0.3977745161309915,0.9683794466403164,0.2964426877470356,1.0,0.25,0.5877742380734009,0.6454251722157534,6.588696594804668,6.897783859367587,0.309087264562919,3.552713678800501e-15,False
0,0,0,0,AAA,J,2013J,2014J,56,lightgbm,source_train_only_activity_types,9,0,,0,,365,342,255,110,52,0.2383561643835616,0.260233918128655,0.5833333333333334,0.614691122263179,0.0313577889298456,0.3747310420174138,0.3513938351278779,0.8251181377289086,0.7825656252924121,-0.0425525124364964,0.2518726167652045,0.250374057939218,-0.0014985588259865,0.0302197802197802,-0.0031354474790522,-0.0008099117201764,0.0443494880693796,-0.0474849355484319,0.4164053473101636,0.0345711355345099,0.0483929765058885,0.0646339305391453,-0.0300627950046354,0.0127839096090067,0.0459407887429408,-0.0331568791339341,-0.0108632014564783,0.0800054725254981,0.0256518909397433,0.1036159701385474,42,13,0.260233918128655,target_prevalence,0.0047506164991771,0.0377274585105397,-0.0329768420113625,-0.0402308887798972,-0.0145080935370693,"{""class_weight"": ""balanced"", ""colsample_bytree"": 1.0, ""deterministic"": true, ""force_col_wise"": true, ""learning_rate"": 0.035, ""min_child_samples"": 12, ""n_estimators"": 180, ""n_jobs"": 1, ""num_leaves"": 15, ""objective"": ""binary"", ""reg_lambda"": 1.0, ""subsample"": 1.0, ""verbosity"": -1}",7340a032adf73dcca6285d723e7b8782f8c2625f4216107ab44a30759e1137a7,0.0556513215680464,0.3842130434363069,-0.3285617218682605,0.9047619047619048,0.4356444184782777,1.0,0.25,0.9424042669313194,0.3693442403924753,4.622911138861631,4.344225298274711,-0.2786858405869195,9.769962616701378e-15,False
0,0,0,1,BBB,B,2013B,2014B,14,logistic,source_train_only_activity_types,10,0,,1,clicks_oucollaborate,1606,1289,1124,482,160,0.5006226650062267,0.4375484871993794,0.7030009813880616,0.6633724627048179,-0.0396285186832436,0.711991554016553,0.5837677178140321,0.6633266279433734,0.737182095129428,0.0738554671860546,0.2270039173264365,0.2571913275447693,0.0301874102183327,0.011139615364749,0.0131812992925228,0.0011150145427717,0.0109544613925287,0.0022268378999941,0.2031575127939186,0.007179394026072,-0.0037857704843105,0.0135081576575576,-0.0063287636314855,0.0081608565421978,0.0124543877387822,-0.0042935311965843,0.0150371901955517,-0.0006784021434076,0.0050714531525795,0.0219448621625356,80,80,0.4375484871993794,target_prevalence,0.0046766687165847,0.0151791424967475,-0.0105024737801628,-0.0041378179400843,0.012729311680157,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 5000, ""solver"": ""lbfgs""}",0ec0160f1649f42124ca093cb28e50d00a77309027bbdbb0b9ac6257ff1aa269,0.1501568066181467,0.1815395333793811,-0.0313827267612344,0.8840579710144928,0.6739130434782609,0.6666666666666666,0.6666666666666666,0.7333369026365658,0.4266564401272708,3.470688404908546,3.4890086537430878,0.0183202488345415,2.664535259100376e-15,False
0,0,0,1,BBB,B,2013B,2014B,14,lightgbm,source_train_only_activity_types,10,0,,1,clicks_oucollaborate,1606,1289,1124,482,160,0.5006226650062267,0.4375484871993794,0.697560303713779,0.6907495720224994,-0.0068107316912795,0.6962282862849123,0.6279691166771173,0.6924194539486022,0.711698866307239,0.0192794123586368,0.236089637439769,0.2446541401173835,0.0085645026776145,0.0043215509374837,0.0061717829978562,-0.0018083132356132,0.0223975823493314,-0.0162257993514751,0.3021576752974133,0.0045883019599475,0.0067338855575352,0.0334491570311017,-0.0288608550711542,0.0039920224559095,0.0341582647900307,-0.0301662423341212,-0.0001856376717601,0.0093622415916551,0.0391264234985521,0.0277718905636514,80,80,0.4375484871993794,target_prevalence,0.0003844590906664,0.0210282081599503,-0.0206437490692838,-0.0184347742103795,0.0044179497178086,"{""class_weight"": ""balanced"", ""colsample_bytree"": 1.0, ""deterministic"": true, ""force_col_wise"": true, ""learning_rate"": 0.035, ""min_child_samples"": 12, ""n_estimators"": 180, ""n_jobs"": 1, ""num_leaves"": 15, ""objective"": ""binary"", ""reg_lambda"": 1.0, ""subsample"": 1.0, ""verbosity"": -1}",7340a032adf73dcca6285d723e7b8782f8c2625f4216107ab44a30759e1137a7,0.0495057715661059,0.2457240390959,-0.196218267529794,0.8985507246376812,0.7753623188405797,0.6666666666666666,0.6666666666666666,0.7014169080695348,0.2501459771096944,3.118376056461508,3.1696233901746043,0.0512473337130963,5.773159728050814e-15,False
0,0,0,1,BBB,B,2013B,2014B,56,logistic,source_train_only_activity_types,10,0,,1,clicks_oucollaborate,1470,1247,1029,441,160,0.454421768707483,0.4170008019246191,0.7532572614107884,0.7393106549571475,-0.0139466064536408,0.7522270917589322,0.6976911392644761,0.597407466960494,0.6377520755832797,0.0403446086227857,0.2035404443860669,0.2117196593048417,0.0081792149187748,0.0075726141078839,0.009554499756911,-0.0020981304053954,0.0165433388868231,-0.006988839129912,0.2652031317762167,0.0273559807306419,-9.19160747145098e-05,0.0211362701688024,0.0062197105618395,0.0273958734425398,0.0204002625589088,0.0069956108836309,0.0275963005941038,0.0271156608671801,0.0167024465478495,0.0255700937897552,80,80,0.4170008019246191,target_prevalence,0.0445864087662741,0.0122297586925237,0.0323566500737503,0.0126839054719191,-0.0393454892036624,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 5000, ""solver"": ""lbfgs""}",0ec0160f1649f42124ca093cb28e50d00a77309027bbdbb0b9ac6257ff1aa269,0.0587004299414251,0.327775984942998,-0.2690755550015729,0.9347826086956522,0.4202898550724637,1.0,0.4285714285714285,0.7565965130189058,0.591164930574071,4.653281122648059,4.8281352565848605,0.1748541339368019,3.552713678800501e-15,False
0,0,0,1,BBB,B,2013B,2014B,56,lightgbm,source_train_only_activity_types,10,0,,1,clicks_oucollaborate,1470,1247,1029,441,160,0.454421768707483,0.4170008019246191,0.7335684647302904,0.7412178605438577,0.0076493958135673,0.751117230467575,0.7170202854665052,0.6153576138896859,0.6206982993853793,0.0053406854956934,0.2089631207090521,0.2130380632303605,0.0040749425213083,0.0224688796680498,0.0110568477678378,-0.0020213445524809,0.006500383533974,0.0045564642338637,0.2557111156840923,0.026161584247459,0.0026204345960721,0.0180344159343525,0.0081271683131064,0.028708604835262,0.0188326696976466,0.0098759351376154,0.0415052300106976,0.0108179384842204,0.0228432200059838,0.0132256118627213,80,80,0.4170008019246191,target_prevalence,0.0113593264935029,0.0104863639122766,0.0008729625812262,0.002714713407545,0.0036835016526375,"{""class_weight"": ""balanced"", ""colsample_bytree"": 1.0, ""deterministic"": true, ""force_col_wise"": true, ""learning_rate"": 0.035, ""min_child_samples"": 12, ""n_estimators"": 180, ""n_jobs"": 1, ""num_leaves"": 15, ""objective"": ""binary"", ""reg_lambda"": 1.0, ""subsample"": 1.0, ""verbosity"": -1}",7340a032adf73dcca6285d723e7b8782f8c2625f4216107ab44a30759e1137a7,0.0700352996406441,0.233711747396709,-0.1636764477560648,0.9202898550724636,0.5942028985507246,0.6666666666666666,0.6666666666666666,0.7885867946467199,0.5474888620896652,3.50083253171126,3.689271681231355,0.1884391495200952,7.993605777301127e-15,True
0,0,0,2,BBB,J,2013J,2014J,14,logistic,source_train_only_activity_types,10,0,,0,,1851,1791,1295,556,160,0.4219340896812534,0.3618090452261306,0.7318751242791808,0.6505574727541774,-0.0813176515250033,0.681374489176096,0.5089862722971801,0.6017192284948019,0.6561160734017736,0.0543968449069717,0.2074560704637002,0.2273696264062614,0.0199135559425612,0.0016437992974083,0.0054050424848772,0.0001807364311157,0.0142698905424167,-0.0088648480575394,0.1999340168959055,0.0104560618733609,-0.0012802085636561,0.0184662317018118,-0.0080101698284509,0.01236878541635,0.0168306593651092,-0.0044618739487591,0.0173766434198125,0.0035354803269092,0.0125484336108332,0.0243840297927905,80,80,0.3618090452261306,target_prevalence,0.0123326918989652,0.0131535017256045,-0.0008208098266392,-0.0048428289420893,-0.0080440382309001,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 5000, ""solver"": ""lbfgs""}",0ec0160f1649f42124ca093cb28e50d00a77309027bbdbb0b9ac6257ff1aa269,0.1175138273758134,0.2793631692225727,-0.1618493418467593,0.8405797101449275,0.572463768115942,1.0,0.6666666666666666,0.7960741429634021,0.3851942938276146,2.9381241625245367,2.9684436024907024,0.0303194399661657,5.3290705182007506e-15,False
0,0,0,2,BBB,J,2013J,2014J,14,lightgbm,source_train_only_activity_types,10,0,,0,,1851,1791,1295,556,160,0.4219340896812534,0.3618090452261306,0.7280572678464904,0.5968212306794984,-0.1312360371669919,0.6604285238545015,0.4607678098180886,0.6126750693786007,0.7313376053916453,0.1186625360130445,0.2126665993742161,0.2636771296586081,0.051010530284392,0.0216875455690329,0.0318927346426794,-0.0010986481909007,0.0137371056356456,0.0181556290070337,0.2970209905261572,0.0376472588645556,0.0030673737539464,0.0261790951926228,0.0114681636719328,0.0431257675785669,0.0225293499196357,0.0205964176589311,0.057469499484342,0.0178250182447692,0.012973653204906,0.0393845371803395,80,80,0.3618090452261306,target_prevalence,0.0425080933625833,0.0148110616949165,0.0276970316676667,0.0229263303373502,-0.0095414026606329,"{""class_weight"": ""balanced"", ""colsample_bytree"": 1.0, ""deterministic"": true, ""force_col_wise"": true, ""learning_rate"": 0.035, ""min_child_samples"": 12, ""n_estimators"": 180, ""n_jobs"": 1, ""num_leaves"": 15, ""objective"": ""binary"", ""reg_lambda"": 1.0, ""subsample"": 1.0, ""verbosity"": -1}",7340a032adf73dcca6285d723e7b8782f8c2625f4216107ab44a30759e1137a7,0.2336482732303997,0.2261812892641602,0.0074669839662394,0.7318840579710145,0.7681159420289855,0.6666666666666666,0.4285714285714285,0.7142622468337448,0.5939505153756519,2.7118189661673755,3.03181510417842,0.3199961380110441,5.773159728050814e-15,False
