refit_pair,split_index,refit_index,split_seed,model,target_definition,target_column,unconditional_explanation_construction,n_train,n_source_id,n_target,n_explanation,id_prevalence,target_prevalence,id_weighted_prevalence,target_weighted_prevalence,id_auroc,target_auroc,delta_auroc,id_average_precision,target_average_precision,id_log_loss,target_log_loss,delta_log_loss,id_brier,target_brier,delta_brier,weighted_id_auroc,weighted_target_auroc,weighted_delta_auroc,weighted_id_log_loss,weighted_target_log_loss,weighted_delta_log_loss,null_abs_delta_auroc,shift_energy_u2,same_model_sample_null_energy_u2,refit_sample_null_energy_u2,calibrated_excess_u2,paired_refit_l2,class_macro_shift_u2,class_macro_sample_null_u2,class_macro_refit_null_u2,class_macro_excess_u2,class_weighted_shift_u2,class_weighted_refit_null_u2,class_weighted_excess_u2,class0_shift_u2,class1_shift_u2,class0_refit_null_u2,class1_refit_null_u2,class0_n,class1_n,class_weighting_prevalence,class_weighting_scheme,reverse_shift_energy_u2,reverse_refit_sample_null_energy_u2,reverse_calibrated_excess_u2,symmetrized_calibrated_excess_u2,symmetry_gap_u2,shift_js,null_js,paired_excess_js,shift_rank_tau,null_rank_tau,shift_top5_jaccard,null_top5_jaccard,shift_sign_consistency,null_sign_consistency,source_mean_attribution_l1,target_mean_attribution_l1,delta_mean_attribution_l1,max_additivity_error,silent_explanation_shift
0,0,0,2026073008,logistic,nominal_50k,TARGET_NOMINAL_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.5217666666666667,0.3804987201327973,0.5072176323605221,0.8796705396535094,0.8776559150269813,-0.0020146246265281,0.8192360819024018,0.8747572264931756,0.425173065047972,0.4840679479153366,0.0588948828673646,0.1377359007316753,0.1583765583444948,0.0206406576128194,0.8791568957146417,0.8733445582348152,-0.0058123374798265,0.4218037390620853,0.4934483130306869,0.0716445739686016,0.0002805016997332,0.0036425694594632,0.0054830660597201,0.0066352849308213,-0.002992715471358,0.0800281904848699,0.0004382658069037,-8.22746234757643e-06,0.0004979243745361,-5.965856763240352e-05,0.0003361901044478,0.0003913924537206,-5.520234927281365e-05,0.0026158807926305,-0.001739349178823,0.0027706053519341,-0.0017747566028618,122,102,0.5234375,target_prevalence,0.0052133694874941,0.0051705843337442,4.2785153749891336e-05,-0.001474965158804,-0.0030355006251079,0.0227301182430644,0.0417082070673075,-0.018978088824243,0.9555555555555554,0.9555555555555554,0.6666666666666666,0.6666666666666666,0.4045855385846151,0.4626466003128706,3.4581695752801025,3.6024848424505658,0.1443152671704632,2.664535259100376e-15,False
0,0,0,2026073008,logistic,real_2018_50k,TARGET_REAL_2018_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.4066333333333333,0.3804987201327973,0.3905306323339829,0.8796705396535094,0.8782404535816012,-0.0014300860719081,0.8192360819024018,0.8177782649396705,0.425173065047972,0.4294342795091051,0.0042612144611331,0.1377359007316753,0.1390276403523732,0.0012917396206979,0.8791568957146417,0.8750611664793952,-0.0040957292352464,0.4218037390620853,0.431166450832181,0.0093627117700957,0.0002805016997332,0.0036425694594632,0.0054830660597201,0.0066352849308213,-0.002992715471358,0.0800281904848699,0.0024536137105433,0.005401724128369,0.0052523845880395,-0.0027987708774961,0.0015743546067856,0.004726501010212,-0.0031521464034263,-0.0022357681761645,0.0071429955972512,0.0024476721729594,0.0080570970031195,152,102,0.40625,target_prevalence,0.0052133694874941,0.0051705843337442,4.2785153749891336e-05,-0.001474965158804,-0.0030355006251079,0.0227301182430644,0.0417082070673075,-0.018978088824243,0.9555555555555554,0.9555555555555554,0.6666666666666666,0.6666666666666666,0.4045855385846151,0.4626466003128706,3.4581695752801025,3.6024848424505658,0.1443152671704632,2.664535259100376e-15,False
0,0,0,2026073008,lightgbm,nominal_50k,TARGET_NOMINAL_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.5217666666666667,0.3804987201327973,0.5072176323605221,0.8828718147836327,0.8824830053147256,-0.0003888094689071,0.8291225360695478,0.8830649188923538,0.4191370749739436,0.4700660563333591,0.0509289813594154,0.1362869496787841,0.1548278730802436,0.0185409234014594,0.8819928998090648,0.8774616459059417,-0.0045312539031231,0.4161745662122835,0.4795872964737082,0.0634127302614246,3.233050044126884e-05,-0.0012803776141231,0.0010467412954465,0.0014179628450052,-0.0026983404591284,0.0641800480808946,0.0026363080401086,-0.0007127529553111,-0.0012820717813484,0.003918379821457,0.0026154298294154,-0.0013026500564253,0.0039180798858408,0.003081709868229,0.0021909062119881,-0.0008430685797063,-0.0017210749829904,122,102,0.5234375,target_prevalence,-0.0013438874634024,0.0013560578642027,-0.0026999453276052,-0.0026991428933668,1.6048684767788757e-06,0.0391294307423178,0.0384153570920284,0.0007140736502893,0.911111111111111,0.911111111111111,0.6666666666666666,0.6666666666666666,0.6881958850760695,0.631952695611567,3.039646554714458,2.99504619540246,-0.0446003593119983,4.090106031640062e-11,False
0,0,0,2026073008,lightgbm,real_2018_50k,TARGET_REAL_2018_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.4066333333333333,0.3804987201327973,0.3905306323339829,0.8828718147836327,0.8816819173670067,-0.001189897416626,0.8291225360695478,0.8297534307263112,0.4191370749739436,0.4224572820186567,0.003320207044713,0.1362869496787841,0.1373330880659112,0.0010461383871271,0.8819928998090648,0.8784941919590759,-0.0034987078499889,0.4161745662122835,0.4240033457976357,0.0078287795853522,3.233050044126884e-05,-0.0012803776141231,0.0010467412954465,0.0014179628450052,-0.0026983404591284,0.0641800480808946,-0.0016150961728277,-0.0018676861020607,-0.0017225537612041,0.0001074575883763,-0.0016756455975705,-0.0013509393951992,-0.0003247062023712,-0.0019380264381222,-0.0012921659075333,0.0002593895241553,-0.0037044970465637,152,102,0.40625,target_prevalence,-0.0013438874634024,0.0013560578642027,-0.0026999453276052,-0.0026991428933668,1.6048684767788757e-06,0.0391294307423178,0.0384153570920284,0.0007140736502893,0.911111111111111,0.911111111111111,0.6666666666666666,0.6666666666666666,0.6881958850760695,0.631952695611567,3.039646554714458,2.99504619540246,-0.0446003593119983,4.090106031640062e-11,False
1,0,1,2026073008,logistic,nominal_50k,TARGET_NOMINAL_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.5217666666666667,0.3804987201327973,0.5072176323605221,0.8803219462251968,0.8776853040569672,-0.0026366421682295,0.8206097705014219,0.8753982953088437,0.4241748084662791,0.4838068277765556,0.0596320193102765,0.1373183263461899,0.1580232919198874,0.0207049655736974,0.8795036214717545,0.8733613747707643,-0.0061422467009902,0.4213372392899541,0.4937107006821006,0.0723734613921465,0.0006237661467073,0.0010298455193484,0.0068762045909178,0.0057859049648975,-0.004756059445549,0.0638262750988171,0.0007776160813964,0.001464585573456,0.0003187411672826,0.0004588749141138,0.0006842402196139,0.0001043801130013,0.0005798601066125,0.0027696344660911,-0.0012144023032981,0.0048917769919505,-0.0042542946573852,122,102,0.5234375,target_prevalence,0.0017825274173348,0.0069938456073002,-0.0052113181899653,-0.0049836888177571,0.0004552587444163,0.0345901035963143,0.0561930341494977,-0.0216029305531834,0.9555555555555554,0.911111111111111,1.0,1.0,0.4435947405120479,0.5803530545860238,3.5100032816914206,3.618048757484237,0.1080454757928164,2.664535259100376e-15,False
1,0,1,2026073008,logistic,real_2018_50k,TARGET_REAL_2018_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.4066333333333333,0.3804987201327973,0.3905306323339829,0.8803219462251968,0.8790004335809012,-0.0013215126442955,0.8206097705014219,0.8193482514426658,0.4241748084662791,0.4283835530728316,0.0042087446065525,0.1373183263461899,0.1385391141333387,0.0012207877871487,0.8795036214717545,0.8759388936300716,-0.0035647278416829,0.4213372392899541,0.4300289805958162,0.008691741305862,0.0006237661467073,0.0010298455193484,0.0068762045909178,0.0057859049648975,-0.004756059445549,0.0638262750988171,0.0038625875928403,-0.0014858418324686,-0.0012427701379098,0.0051053577307501,0.0034052481345025,-0.0010717888660853,0.0044770370005879,0.001423443815039,0.0063017313706416,-0.0003308700215126,-0.002154670254307,152,102,0.40625,target_prevalence,0.0017825274173348,0.0069938456073002,-0.0052113181899653,-0.0049836888177571,0.0004552587444163,0.0345901035963143,0.0561930341494977,-0.0216029305531834,0.9555555555555554,0.911111111111111,1.0,1.0,0.4435947405120479,0.5803530545860238,3.5100032816914206,3.618048757484237,0.1080454757928164,2.664535259100376e-15,False
1,0,1,2026073008,lightgbm,nominal_50k,TARGET_NOMINAL_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.5217666666666667,0.3804987201327973,0.5072176323605221,0.8831924876973256,0.8825726435260146,-0.000619844171311,0.8305228748221058,0.8836628047408681,0.4188329495253289,0.4704682623022939,0.051635312776965,0.1361290347970773,0.1549861752382865,0.0188571404412092,0.8820977206103375,0.8778410203022565,-0.004256700308081,0.4160389315059941,0.4800143813892555,0.0639754498832614,0.0003849403741862,0.0030531104822627,0.0045291385548187,0.006221536766069,-0.0031684262838063,0.0663365884528692,-0.0011781412505564,-0.0013614147218746,-0.0001009305504674,-0.0010772107000889,-0.0011271695922596,2.1326642743575708e-05,-0.0011484962350032,-0.0022655366275537,-9.07458735590616e-05,-0.0027090840056359,0.002507222904701,122,102,0.5234375,target_prevalence,0.0030127730473419,0.0050626907915941,-0.0020499177442522,-0.0026091720140292,-0.001118508539554,0.0212026371155,0.0320123093605893,-0.0108096722450893,0.9555555555555554,1.0,0.6666666666666666,1.0,0.6037947533489267,0.5296441410087143,3.020065581253593,2.992821334763017,-0.0272442464905759,1.0387329885119811e-11,False
1,0,1,2026073008,lightgbm,real_2018_50k,TARGET_REAL_2018_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.4066333333333333,0.3804987201327973,0.3905306323339829,0.8831924876973256,0.8819830026791214,-0.0012094850182041,0.8305228748221058,0.8310417458324886,0.4188329495253289,0.4220095569059904,0.0031766073806615,0.1361290347970773,0.1372333931399083,0.001104358342831,0.8820977206103375,0.8789671850781798,-0.0031305355321576,0.4160389315059941,0.423210727561042,0.0071717960550478,0.0003849403741862,0.0030531104822627,0.0045291385548187,0.006221536766069,-0.0031684262838063,0.0663365884528692,0.0043244728654369,-0.0003622706662478,1.6920572410317192e-05,0.0043075522930266,0.0049417340847808,0.0002754116308549,0.0046663224539258,0.0076165327019375,0.0010324130289364,0.0013955395507816,-0.001361698405961,152,102,0.40625,target_prevalence,0.0030127730473419,0.0050626907915941,-0.0020499177442522,-0.0026091720140292,-0.001118508539554,0.0212026371155,0.0320123093605893,-0.0108096722450893,0.9555555555555554,1.0,0.6666666666666666,1.0,0.6037947533489267,0.5296441410087143,3.020065581253593,2.992821334763017,-0.0272442464905759,1.0387329885119811e-11,False
2,0,2,2026073008,logistic,nominal_50k,TARGET_NOMINAL_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.5217666666666667,0.3804987201327973,0.5072176323605221,0.8803889638385275,0.8773629420210857,-0.0030260218174418,0.8213770900131288,0.875116947708224,0.4240768756785585,0.4853545509544472,0.0612776752758886,0.1372366834070831,0.1586008681060088,0.0213641846989257,0.8796839982326982,0.8733048746184848,-0.0063791236142133,0.4210469556530418,0.4951585466954649,0.074111591042423,6.857788522673935e-05,-0.0001063656408248,0.0002755823139027,0.0001977011768476,-0.0003040668176725,0.0636370459867819,0.0010783717424976,0.0010238900804955,0.0011002738326748,-2.1902090177217115e-05,0.0011644188636621,0.0010357044327174,0.0001287144309446,-0.0007573001756783,0.0029140436606736,0.0024777543650995,-0.0002772066997498,122,102,0.5234375,target_prevalence,-0.0006916991892215,0.000302407095199,-0.0009941062844205,-0.0006490865510465,0.0006900394667479,0.0345081050573655,0.0599879510157112,-0.0254798459583456,0.911111111111111,0.9555555555555554,1.0,1.0,0.7351352413335045,0.3277300694809753,3.6011794605173053,3.702991445759223,0.1018119852419174,2.664535259100376e-15,False
2,0,2,2026073008,logistic,real_2018_50k,TARGET_REAL_2018_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.4066333333333333,0.3804987201327973,0.3905306323339829,0.8803889638385275,0.8785791918265491,-0.0018097720119784,0.8213770900131288,0.8195774734693944,0.4240768756785585,0.4287724148164287,0.0046955391378702,0.1372366834070831,0.1388795838381213,0.0016429004310382,0.8796839982326982,0.8759304339896117,-0.0037535642430864,0.4210469556530418,0.4297809217174064,0.0087339660643645,6.857788522673935e-05,-0.0001063656408248,0.0002755823139027,0.0001977011768476,-0.0003040668176725,0.0636370459867819,0.0002822484082973,-0.0024270922211606,-0.0020347843980055,0.0023170328063029,0.0008104087636364,-0.0020502246326935,0.0028606333963299,0.0030991036367722,-0.0025346068201774,-0.0021171323163416,-0.0019524364796693,152,102,0.40625,target_prevalence,-0.0006916991892215,0.000302407095199,-0.0009941062844205,-0.0006490865510465,0.0006900394667479,0.0345081050573655,0.0599879510157112,-0.0254798459583456,0.911111111111111,0.9555555555555554,1.0,1.0,0.7351352413335045,0.3277300694809753,3.6011794605173053,3.702991445759223,0.1018119852419174,2.664535259100376e-15,False
